position_bucket,candidate_hero,enemy_hero,response_count,candidate_bucket_count,enemy_seen_count,normalized_response_score
8_9,c2007,c6050,3,272,206,0.012674
8_9,c2008,c1022,4,15,1828,0.024156
8_9,c2008,c1171,7,15,1028,0.056371
8_9,c2008,c1183,9,15,4424,0.034937
8_9,c2008,c2131,4,15,4358,0.015645
8_9,c2008,c2184,6,15,3576,0.025906
8_9,c2008,c5154,3,15,3272,0.013542
8_9,c2009,c2129,3,8,2160,0.022822
8_9,c2009,c2131,3,8,4358,0.016067
8_9,c2009,c5154,4,8,3272,0.024723
8_9,c2012,c1022,9,52,1828,0.029191
8_9,c2012,c1153,29,52,796,0.142541
8_9,c2012,c1176,11,52,1380,0.041063
8_9,c2012,c1183,28,52,4424,0.058378
8_9,c2012,c2007,6,52,1134,0.024708
8_9,c2012,c2071,30,52,1096,0.125665
8_9,c2012,c2124,3,52,4844,0.005977
8_9,c2012,c2129,6,52,2160,0.017903
8_9,c2012,c2131,11,52,4358,0.023107
8_9,c2012,c2181,7,52,1272,0.027218
8_9,c2012,c2184,13,52,3576,0.030147
8_9,c2012,c2185,6,52,3470,0.014125
8_9,c2012,c4004,5,52,546,0.029674
8_9,c2012,c4123,4,52,532,0.024049
8_9,c2012,c5110,3,52,150,0.033968
8_9,c2012,c5154,23,52,3272,0.05576
8_9,c2012,c6037,3,52,1454,0.01091
8_9,c2015,c1172,5,8,2444,0.035758
8_9,c2015,c2024,3,8,604,0.043158
8_9,c2015,c2185,4,8,3470,0.024008
8_9,c2015,c5072,3,8,1192,0.030721
8_9,c2016,c1046,5,24,320,0.057054
8_9,c2016,c1133,13,24,1240,0.075358
8_9,c2016,c1172,6,24,2444,0.024774
8_9,c2016,c1183,3,24,4424,0.009207
8_9,c2016,c2007,3,24,1134,0.018185
8_9,c2016,c2090,3,24,100,0.061237
8_9,c2016,c2103,4,24,1028,0.025466
8_9,c2016,c2110,3,24,386,0.031169
8_9,c2016,c2124,9,24,4844,0.026396
8_9,c2016,c2131,5,24,4358,0.01546
8_9,c2016,c2181,4,24,1272,0.022893
8_9,c2016,c2184,3,24,3576,0.01024
8_9,c2016,c5069,10,24,2436,0.041358
8_9,c2016,c5072,3,24,1192,0.017737
8_9,c2016,c6005,9,24,1974,0.041349
8_9,c2019,c1104,5,18,240,0.076073
8_9,c2019,c1183,3,18,4424,0.010631
8_9,c2019,c2071,4,18,1096,0.028479
8_9,c2019,c2124,3,18,4844,0.01016
8_9,c2019,c2181,9,18,1272,0.059479
8_9,c2019,c2184,8,18,3576,0.031532
8_9,c2019,c2185,6,18,3470,0.024008
8_9,c2019,c6005,5,18,1974,0.026525
8_9,c2022,c1168,3,8,1614,0.026401
8_9,c2022,c2124,3,8,4844,0.01524
8_9,c2022,c2185,4,8,3470,0.024008
8_9,c2023,c1117,12,61,2048,0.033951
8_9,c2023,c1153,5,61,796,0.022691
8_9,c2023,c1171,33,61,1028,0.131781
8_9,c2023,c1172,6,61,2444,0.015539
8_9,c2023,c1176,4,61,1380,0.013787
8_9,c2023,c1183,12,61,4424,0.0231
8_9,c2023,c2071,3,61,1096,0.011602
8_9,c2023,c2103,7,61,1028,0.027954
8_9,c2023,c2124,42,61,4844,0.077265
8_9,c2023,c2131,11,61,4358,0.021335
8_9,c2023,c2184,16,61,3576,0.034258
8_9,c2023,c2185,23,61,3470,0.049992
8_9,c2023,c4123,4,61,532,0.022204
8_9,c2023,c5001,3,61,24,0.078406
8_9,c2023,c5069,5,61,2436,0.012971
8_9,c2023,c5072,16,61,1192,0.059336
8_9,c2023,c5154,9,61,3272,0.020145
8_9,c2023,c6005,7,61,1974,0.020172
8_9,c2023,c6037,11,61,1454,0.036936
8_9,c2024,c1022,155,377,1828,0.186712
8_9,c2024,c1091,6,377,120,0.028209
8_9,c2024,c1117,106,377,2048,0.120634
8_9,c2024,c1153,4,377,796,0.007302
8_9,c2024,c1168,15,377,1614,0.01923
8_9,c2024,c1171,25,377,1028,0.040158
8_9,c2024,c1172,27,377,2444,0.028128
8_9,c2024,c1176,55,377,1380,0.076252
8_9,c2024,c1183,120,377,4424,0.092919
8_9,c2024,c2001,3,377,320,0.008637
8_9,c2024,c2007,47,377,1134,0.071882
8_9,c2024,c2049,4,377,186,0.015105
8_9,c2024,c2066,4,377,494,0.009269
8_9,c2024,c2070,6,377,52,0.042853
8_9,c2024,c2071,36,377,1096,0.056005
8_9,c2024,c2076,5,377,1052,0.007939
8_9,c2024,c2103,23,377,1028,0.036945
8_9,c2024,c2124,201,377,4844,0.148738
8_9,c2024,c2129,83,377,2160,0.091977
8_9,c2024,c2131,179,377,4358,0.139649
8_9,c2024,c2181,49,377,1272,0.070759
8_9,c2024,c2184,129,377,3576,0.111102
8_9,c2024,c2185,34,377,3470,0.029726
8_9,c2024,c4004,10,377,546,0.022041
8_9,c2024,c4123,18,377,532,0.040193
8_9,c2024,c5069,39,377,2436,0.040696
8_9,c2024,c5072,21,377,1192,0.031326
8_9,c2024,c5082,5,377,24,0.052565
8_9,c2024,c5154,24,377,3272,0.021609
8_9,c2024,c6005,17,377,1974,0.019706
8_9,c2024,c6024,3,377,272,0.009368
8_9,c2024,c6037,38,377,1454,0.051325
8_9,c2038,c1022,3,6,1828,0.028646
8_9,c2038,c1172,5,6,2444,0.04129
8_9,c2038,c2076,3,6,1052,0.037761
8_9,c2038,c2181,3,6,1272,0.03434
8_9,c2042,c1172,5,5,2444,0.045231
8_9,c2042,c6005,3,5,1974,0.030197
8_9,c2048,c1022,3,58,1828,0.009213
8_9,c2048,c1091,3,58,120,0.03596
8_9,c2048,c1117,6,58,2048,0.017409
8_9,c2048,c1172,10,58,2444,0.02656
8_9,c2048,c1183,10,58,4424,0.019741
8_9,c2048,c2076,7,58,1052,0.028338
8_9,c2048,c2103,13,58,1028,0.053239
8_9,c2048,c2113,5,58,156,0.052565
8_9,c2048,c2124,36,58,4844,0.067918
8_9,c2048,c2129,19,58,2160,0.05368
8_9,c2048,c2131,18,58,4358,0.035803
8_9,c2048,c2181,13,58,1272,0.047861
8_9,c2048,c2184,5,58,3576,0.010979
8_9,c2048,c4123,5,58,532,0.028464
8_9,c2048,c5069,8,58,2436,0.021283
8_9,c2048,c5072,4,58,1192,0.015213
8_9,c2048,c5154,17,58,3272,0.039024
8_9,c2048,c6005,6,58,1974,0.017732
8_9,c2048,c6017,6,58,124,0.07075
8_9,c2048,c6037,20,58,1454,0.068871
8_9,c2049,c1022,48,276,1828,0.067577
8_9,c2049,c1104,8,276,240,0.031083
8_9,c2049,c1117,60,276,2048,0.079805
8_9,c2049,c1133,33,276,1240,0.056409
8_9,c2049,c1153,3,276,796,0.0064
8_9,c2049,c1168,92,276,1614,0.137842
8_9,c2049,c1172,23,276,2444,0.028004
8_9,c2049,c1176,4,276,1380,0.006481
8_9,c2049,c1183,82,276,4424,0.074208
8_9,c2049,c2001,4,276,320,0.01346
8_9,c2049,c2007,12,276,1134,0.02145
8_9,c2049,c2023,3,276,10,0.057104
8_9,c2049,c2024,7,276,604,0.017145
8_9,c2049,c2066,15,276,494,0.040623
8_9,c2049,c2071,13,276,1096,0.023637
8_9,c2049,c2076,6,276,1052,0.011135
8_9,c2049,c2079,3,276,52,0.025042
8_9,c2049,c2103,5,276,1028,0.009387
8_9,c2049,c2110,4,276,386,0.012255
8_9,c2049,c2124,67,276,4844,0.057945
8_9,c2049,c2129,21,276,2160,0.027198
8_9,c2049,c2131,90,276,4358,0.082062
8_9,c2049,c2132,23,276,210,0.095535
8_9,c2049,c2181,4,276,1272,0.006751
8_9,c2049,c2184,63,276,3576,0.063414
8_9,c2049,c2185,80,276,3470,0.081747
8_9,c2049,c4004,6,276,546,0.015456
8_9,c2049,c4123,3,276,532,0.007829
8_9,c2049,c5069,162,276,2436,0.19757
8_9,c2049,c5072,6,276,1192,0.010461
8_9,c2049,c5154,72,276,3272,0.075765
8_9,c2049,c6005,46,276,1974,0.06232
8_9,c2049,c6037,19,276,1454,0.029993
8_9,c2053,c2103,3,3,1028,0.054021
8_9,c2062,c1022,6,6,1828,0.057291
8_9,c2062,c1172,3,6,2444,0.024774
8_9,c2066,c1022,32,457,1828,0.035011
8_9,c2066,c1091,4,457,120,0.017081
8_9,c2066,c1103,9,457,56,0.056259
8_9,c2066,c1104,10,457,240,0.030195
8_9,c2066,c1109,8,457,44,0.056416
8_9,c2066,c1117,11,457,2048,0.01137
8_9,c2066,c1131,4,457,18,0.044103
8_9,c2066,c1133,11,457,1240,0.014612
8_9,c2066,c1153,42,457,796,0.069636
8_9,c2066,c1162,4,457,82,0.020663
8_9,c2066,c1168,18,457,1614,0.020959
8_9,c2066,c1171,49,457,1028,0.071489
8_9,c2066,c1172,81,457,2444,0.076644
8_9,c2066,c1176,86,457,1380,0.108293
8_9,c2066,c1178,12,457,290,0.032963
8_9,c2066,c1182,5,457,228,0.01549
8_9,c2066,c1183,224,457,4424,0.157537
8_9,c2066,c2002,5,457,34,0.040112
8_9,c2066,c2007,32,457,1134,0.044451
8_9,c2066,c2024,6,457,604,0.01142
8_9,c2066,c2049,13,457,186,0.044589
8_9,c2066,c2070,6,457,52,0.038922
8_9,c2066,c2071,118,457,1096,0.166732
8_9,c2066,c2076,42,457,1052,0.060574
8_9,c2066,c2079,5,457,52,0.032435
8_9,c2066,c2103,42,457,1028,0.061277
8_9,c2066,c2112,7,457,156,0.026217
8_9,c2066,c2113,8,457,156,0.029962
8_9,c2066,c2124,197,457,4844,0.132406
8_9,c2066,c2129,28,457,2160,0.028182
8_9,c2066,c2131,101,457,4358,0.071568
8_9,c2066,c2181,14,457,1272,0.018362
8_9,c2066,c2184,55,457,3576,0.043024
8_9,c2066,c2185,75,457,3470,0.059558
8_9,c2066,c4004,25,457,546,0.050048
8_9,c2066,c4123,32,457,532,0.064899
8_9,c2066,c5069,42,457,2436,0.039806
8_9,c2066,c5072,45,457,1192,0.06097
8_9,c2066,c5111,32,457,370,0.07782
8_9,c2066,c5154,157,457,3272,0.128391
8_9,c2066,c6005,40,457,1974,0.042114
8_9,c2066,c6024,7,457,272,0.019854
8_9,c2066,c6037,60,457,1454,0.073606
8_9,c2069,c1176,3,10,1380,0.025538
8_9,c2069,c1182,3,10,228,0.062828
8_9,c2069,c1183,3,10,4424,0.014263
8_9,c2069,c2076,3,10,1052,0.029249
8_9,c2069,c2124,3,10,4844,0.013631
8_9,c2069,c2184,3,10,3576,0.015864
8_9,c2070,c1022,4,20,1828,0.02092
8_9,c2070,c1117,13,20,2048,0.064234
8_9,c2070,c1172,4,20,2444,0.018092
8_9,c2070,c1176,3,20,1380,0.018058
8_9,c2070,c1183,4,20,4424,0.013447
8_9,c2070,c2124,6,20,4844,0.019277
8_9,c2070,c2129,4,20,2160,0.019245
8_9,c2070,c2131,6,20,4358,0.020323
8_9,c2070,c2184,4,20,3576,0.014957
8_9,c2070,c2185,3,20,3470,0.011388
8_9,c2070,c5154,8,20,3272,0.031273
8_9,c2070,c6005,6,20,1974,0.030197
8_9,c2070,c6037,3,20,1454,0.017592
8_9,c2071,c1022,43,424,1828,0.048842
8_9,c2071,c1046,4,424,320,0.010859
8_9,c2071,c1091,3,424,120,0.0133
8_9,c2071,c1104,23,424,240,0.072101
8_9,c2071,c1109,5,424,44,0.036607
8_9,c2071,c1117,197,424,2048,0.211406
8_9,c2071,c1133,16,424,1240,0.022066
8_9,c2071,c1153,80,424,796,0.137705
8_9,c2071,c1168,21,424,1614,0.025385
8_9,c2071,c1171,8,424,1028,0.012117
8_9,c2071,c1172,18,424,2444,0.017682
8_9,c2071,c1176,32,424,1380,0.041834
8_9,c2071,c1182,4,424,228,0.012865
8_9,c2071,c1183,135,424,4424,0.09857
8_9,c2071,c2001,9,424,320,0.024433
8_9,c2071,c2007,41,424,1134,0.059128
8_9,c2071,c2024,3,424,604,0.005928
8_9,c2071,c2049,4,424,186,0.014244
8_9,c2071,c2066,10,424,494,0.02185
8_9,c2071,c2076,8,424,1052,0.011978
8_9,c2071,c2110,6,424,386,0.014831
8_9,c2071,c2113,6,424,156,0.02333
8_9,c2071,c2124,140,424,4844,0.097688
8_9,c2071,c2129,81,424,2160,0.08464
8_9,c2071,c2131,135,424,4358,0.099313
8_9,c2071,c2181,45,424,1272,0.061275
8_9,c2071,c2184,106,424,3576,0.086084
8_9,c2071,c2185,107,424,3470,0.088214
8_9,c2071,c4004,34,424,546,0.070664
8_9,c2071,c4123,12,424,532,0.025266
8_9,c2071,c5033,7,424,384,0.017348
8_9,c2071,c5069,44,424,2436,0.043294
8_9,c2071,c5072,11,424,1192,0.015473
8_9,c2071,c5110,11,424,150,0.043618
8_9,c2071,c5111,4,424,370,0.010099
8_9,c2071,c5149,9,424,144,0.036423
8_9,c2071,c5154,124,424,3272,0.105277
8_9,c2071,c6005,35,424,1974,0.038257
8_9,c2071,c6024,23,424,272,0.067727
8_9,c2071,c6037,56,424,1454,0.071322
8_9,c2071,c6050,11,424,206,0.03722
8_9,c2072,c2124,5,9,4844,0.023947
8_9,c2072,c2129,3,9,2160,0.021517
8_9,c2072,c2131,6,9,4358,0.030296
8_9,c2072,c2184,4,9,3576,0.022297
8_9,c2076,c1007,3,1038,66,0.011462
8_9,c2076,c1022,131,1038,1828,0.095101
8_9,c2076,c1046,19,1038,320,0.032967
8_9,c2076,c1091,27,1038,120,0.076502
8_9,c2076,c1103,10,1038,56,0.041477
8_9,c2076,c1104,14,1038,240,0.028049
8_9,c2076,c1109,5,1038,44,0.023396
8_9,c2076,c1117,38,1038,2048,0.026063
8_9,c2076,c1126,3,1038,24,0.019007
8_9,c2076,c1131,4,1038,18,0.029263
8_9,c2076,c1133,62,1038,1240,0.054649
8_9,c2076,c1143,3,1038,198,0.006617
8_9,c2076,c1153,74,1038,796,0.08141
8_9,c2076,c1162,14,1038,82,0.047987
8_9,c2076,c1168,75,1038,1614,0.057944
8_9,c2076,c1171,92,1038,1028,0.089062
8_9,c2076,c1172,236,1038,2444,0.148171
8_9,c2076,c1176,159,1038,1380,0.132849
8_9,c2076,c1178,5,1038,290,0.009113
8_9,c2076,c1182,3,1038,228,0.006167
8_9,c2076,c1183,338,1038,4424,0.157729
8_9,c2076,c2001,19,1038,320,0.032967
8_9,c2076,c2002,9,1038,34,0.047908
8_9,c2076,c2007,62,1038,1134,0.057146
8_9,c2076,c2016,4,1038,8,0.043895
8_9,c2076,c2024,31,1038,604,0.039151
8_9,c2076,c2049,20,1038,186,0.045517
8_9,c2076,c2066,18,1038,494,0.025137
8_9,c2076,c2070,5,1038,52,0.021521
8_9,c2076,c2071,89,1038,1096,0.083442
8_9,c2076,c2079,4,1038,52,0.017217
8_9,c2076,c2080,5,1038,74,0.018041
8_9,c2076,c2090,7,1038,100,0.021727
8_9,c2076,c2095,5,1038,12,0.0448
8_9,c2076,c2103,102,1038,1028,0.098743
8_9,c2076,c2106,3,1038,14,0.024886
8_9,c2076,c2110,6,1038,386,0.009479
8_9,c2076,c2112,13,1038,156,0.032306
8_9,c2076,c2113,22,1038,156,0.054672
8_9,c2076,c2124,432,1038,4844,0.192656
8_9,c2076,c2125,4,1038,34,0.021292
8_9,c2076,c2129,163,1038,2160,0.108858
8_9,c2076,c2131,287,1038,4358,0.13494
8_9,c2076,c2132,8,1038,210,0.017135
8_9,c2076,c2181,126,1038,1272,0.109655
8_9,c2076,c2184,218,1038,3576,0.113151
8_9,c2076,c2185,177,1038,3470,0.093263
8_9,c2076,c4004,32,1038,546,0.042506
8_9,c2076,c4123,69,1038,532,0.092853
8_9,c2076,c5001,3,1038,24,0.019007
8_9,c2076,c5033,13,1038,384,0.020591
8_9,c2076,c5069,119,1038,2436,0.074836
8_9,c2076,c5072,75,1038,1192,0.067426
8_9,c2076,c5110,15,1038,150,0.038014
8_9,c2076,c5111,19,1038,370,0.030659
8_9,c2076,c5149,7,1038,144,0.018106
8_9,c2076,c5154,289,1038,3272,0.156817
8_9,c2076,c5175,3,1038,100,0.009312
8_9,c2076,c6005,128,1038,1974,0.089421
8_9,c2076,c6017,27,1038,124,0.075258
8_9,c2076,c6024,26,1038,272,0.048932
8_9,c2076,c6037,134,1038,1454,0.109075
8_9,c2076,c6050,6,1038,206,0.012975
8_9,c2079,c1022,3,91,1828,0.007356
8_9,c2079,c1103,5,91,56,0.070041
8_9,c2079,c1117,20,91,2048,0.046328
8_9,c2079,c1133,5,91,1240,0.014885
8_9,c2079,c1153,13,91,796,0.048302
8_9,c2079,c1168,3,91,1614,0.007828
8_9,c2079,c1172,3,91,2444,0.006361
8_9,c2079,c1176,37,91,1380,0.10441
8_9,c2079,c1182,3,91,228,0.020827
8_9,c2079,c1183,32,91,4424,0.050434
8_9,c2079,c2007,3,91,1134,0.009339
8_9,c2079,c2049,3,91,186,0.023059
8_9,c2079,c2071,18,91,1096,0.056996
8_9,c2079,c2124,29,91,4844,0.043679
8_9,c2079,c2129,15,91,2160,0.033833
8_9,c2079,c2131,32,91,4358,0.050814
8_9,c2079,c2181,6,91,1272,0.017635
8_9,c2079,c2184,28,91,3576,0.049084
8_9,c2079,c2185,23,91,3470,0.04093
8_9,c2079,c4004,8,91,546,0.03589
8_9,c2079,c5033,6,91,384,0.032097
8_9,c2079,c5069,9,91,2436,0.019115
8_9,c2079,c5072,9,91,1192,0.027326
8_9,c2079,c5110,3,91,150,0.025678
8_9,c2079,c5154,21,91,3272,0.038485
8_9,c2079,c6005,5,91,1974,0.011797
8_9,c2079,c6024,6,91,272,0.038137
8_9,c2079,c6037,5,91,1454,0.013746
8_9,c2080,c1022,26,138,1828,0.051766
8_9,c2080,c1091,5,138,120,0.038854
8_9,c2080,c1117,55,138,2048,0.103457
8_9,c2080,c1168,6,138,1614,0.012713
8_9,c2080,c1171,13,138,1028,0.034515
8_9,c2080,c1172,5,138,2444,0.00861
8_9,c2080,c1176,11,138,1380,0.025207
8_9,c2080,c1182,3,138,228,0.016913
8_9,c2080,c1183,34,138,4424,0.043514
8_9,c2080,c2001,8,138,320,0.038069
8_9,c2080,c2007,4,138,1134,0.010111
8_9,c2080,c2071,4,138,1096,0.010285
8_9,c2080,c2076,8,138,1052,0.020996
8_9,c2080,c2103,6,138,1028,0.01593
8_9,c2080,c2113,3,138,156,0.020447
8_9,c2080,c2124,74,138,4844,0.090509
8_9,c2080,c2125,3,138,34,0.043797
8_9,c2080,c2129,35,138,2160,0.064106
8_9,c2080,c2131,76,138,4358,0.098001
8_9,c2080,c2181,15,138,1272,0.035802
8_9,c2080,c2184,33,138,3576,0.046976
8_9,c2080,c2185,6,138,3470,0.008671
8_9,c2080,c4004,10,138,546,0.03643
8_9,c2080,c4123,14,138,532,0.051669
8_9,c2080,c5069,19,138,2436,0.03277
8_9,c2080,c5072,4,138,1192,0.009862
8_9,c2080,c5111,4,138,370,0.017702
8_9,c2080,c5154,14,138,3272,0.020834
8_9,c2080,c6005,11,138,1974,0.021076
8_9,c2080,c6017,3,138,124,0.022934
8_9,c2080,c6037,27,138,1454,0.060276
8_9,c2082,c1022,7,15,1828,0.042273
8_9,c2082,c1117,3,15,2048,0.017116
8_9,c2082,c1172,6,15,2444,0.031337
8_9,c2082,c1183,3,15,4424,0.011646
8_9,c2082,c2076,3,15,1052,0.023882
8_9,c2082,c2124,8,15,4844,0.029679
8_9,c2082,c2131,4,15,4358,0.015645
8_9,c2082,c2181,3,15,1272,0.021719
8_9,c2082,c2184,3,15,3576,0.012953
8_9,c2082,c5111,3,15,370,0.040269
8_9,c2090,c1022,24,119,1828,0.051458
8_9,c2090,c1117,30,119,2048,0.060769
8_9,c2090,c1153,19,119,796,0.061734
8_9,c2090,c1168,6,119,1614,0.013691
8_9,c2090,c1172,17,119,2444,0.031523
8_9,c2090,c1176,37,119,1380,0.091304
8_9,c2090,c1182,12,119,228,0.072852
8_9,c2090,c1183,44,119,4424,0.060642
8_9,c2090,c2007,8,119,1134,0.021778
8_9,c2090,c2022,3,119,22,0.058632
8_9,c2090,c2071,18,119,1096,0.049842
8_9,c2090,c2076,12,119,1052,0.033916
8_9,c2090,c2112,8,119,156,0.058716
8_9,c2090,c2113,4,119,156,0.029358
8_9,c2090,c2124,34,119,4844,0.044782
8_9,c2090,c2129,5,119,2160,0.009862
8_9,c2090,c2131,27,119,4358,0.037493
8_9,c2090,c2181,22,119,1272,0.056546
8_9,c2090,c2184,15,119,3576,0.022994
8_9,c2090,c2185,37,119,3470,0.057579
8_9,c2090,c4123,5,119,532,0.019872
8_9,c2090,c5069,8,119,2436,0.014859
8_9,c2090,c5072,18,119,1192,0.047793
8_9,c2090,c5154,28,119,3272,0.044872
8_9,c2090,c6005,10,119,1974,0.020633
8_9,c2095,c1046,3,29,320,0.031142
8_9,c2095,c1133,5,29,1240,0.026367
8_9,c2095,c1172,7,29,2444,0.026294
8_9,c2095,c1183,3,29,4424,0.008376
8_9,c2095,c2007,3,29,1134,0.016543
8_9,c2095,c2024,11,29,604,0.083114
8_9,c2095,c2048,3,29,44,0.083984
8_9,c2095,c2076,3,29,1052,0.017176
8_9,c2095,c2110,7,29,386,0.066162
8_9,c2095,c2124,4,29,4844,0.010672
8_9,c2095,c2131,8,29,4358,0.022503
8_9,c2095,c2184,10,29,3576,0.031053
8_9,c2095,c2185,8,29,3470,0.025219
8_9,c2095,c5033,6,29,384,0.056857
8_9,c2095,c5072,4,29,1192,0.021514
8_9,c2095,c5149,5,29,144,0.077373
8_9,c2095,c5154,7,29,3272,0.022724
8_9,c2095,c6005,4,29,1974,0.016718
8_9,c2099,c1022,9,15,1828,0.054351
8_9,c2099,c1183,5,15,4424,0.01941
8_9,c2099,c2071,5,15,1096,0.038996
8_9,c2099,c2131,3,15,4358,0.011734
8_9,c2099,c2181,7,15,1272,0.050677
8_9,c2099,c2184,6,15,3576,0.025906
8_9,c2099,c4123,5,15,532,0.055972
8_9,c2099,c5154,3,15,3272,0.013542
8_9,c2099,c6005,3,15,1974,0.017434
8_9,c2101,c1022,5,14,1828,0.031255
8_9,c2101,c1104,4,14,240,0.069007
8_9,c2101,c1183,3,14,4424,0.012055
8_9,c2101,c2066,3,14,494,0.036074
8_9,c2101,c2124,5,14,4844,0.0192
8_9,c2101,c2129,8,14,2160,0.046004
8_9,c2101,c2131,4,14,4358,0.016194
8_9,c2101,c2184,8,14,3576,0.035754
8_9,c2101,c2185,3,14,3470,0.013611
8_9,c2101,c5154,8,14,3272,0.037378
8_9,c2102,c1022,10,66,1828,0.02879
8_9,c2102,c1091,4,66,120,0.044947
8_9,c2102,c1117,16,66,2048,0.043519
8_9,c2102,c1168,5,66,1614,0.01532
8_9,c2102,c1172,17,66,2444,0.042328
8_9,c2102,c1182,10,66,228,0.081519
8_9,c2102,c1183,6,66,4424,0.011104
8_9,c2102,c2076,13,66,1052,0.049336
8_9,c2102,c2103,10,66,1028,0.038391
8_9,c2102,c2124,39,66,4844,0.068975
8_9,c2102,c2129,13,66,2160,0.034431
8_9,c2102,c2131,6,66,4358,0.011188
8_9,c2102,c2181,11,66,1272,0.037964
8_9,c2102,c2184,21,66,3576,0.043226
8_9,c2102,c2185,9,66,3470,0.018806
8_9,c2102,c5069,6,66,2436,0.014964
8_9,c2102,c5111,3,66,370,0.019198
8_9,c2102,c5154,9,66,3272,0.019367
8_9,c2102,c6005,13,66,1974,0.036016
8_9,c2102,c6017,14,66,124,0.154755
8_9,c2102,c6037,14,66,1454,0.045193
8_9,c2103,c1022,23,98,1828,0.054341
8_9,c2103,c1104,4,98,240,0.026082
8_9,c2103,c1117,12,98,2048,0.026786
8_9,c2103,c1153,3,98,796,0.010741
8_9,c2103,c1168,3,98,1614,0.007543
8_9,c2103,c1171,13,98,1028,0.040958
8_9,c2103,c1172,17,98,2444,0.034736
8_9,c2103,c1183,27,98,4424,0.041006
8_9,c2103,c2001,5,98,320,0.028235
8_9,c2103,c2007,14,98,1134,0.041996
8_9,c2103,c2066,3,98,494,0.013635
8_9,c2103,c2071,10,98,1096,0.030513
8_9,c2103,c2076,5,98,1052,0.015572
8_9,c2103,c2113,3,98,156,0.024263
8_9,c2103,c2124,29,98,4844,0.04209
8_9,c2103,c2129,28,98,2160,0.060858
8_9,c2103,c2131,37,98,4358,0.056617
8_9,c2103,c2181,10,98,1272,0.028323
8_9,c2103,c2184,32,98,3576,0.054055
8_9,c2103,c2185,13,98,3470,0.022293
8_9,c2103,c4004,7,98,546,0.030261
8_9,c2103,c4123,6,98,532,0.026277
8_9,c2103,c5069,6,98,2436,0.01228
8_9,c2103,c5072,3,98,1192,0.008777
8_9,c2103,c5154,20,98,3272,0.035319
8_9,c2103,c6005,15,98,1974,0.034104
8_9,c2103,c6017,3,98,124,0.027214
8_9,c2103,c6037,15,98,1454,0.039737
8_9,c2106,c1022,3,19,1828,0.016097
8_9,c2106,c1117,3,19,2048,0.015208
8_9,c2106,c1153,10,19,796,0.081314
8_9,c2106,c1171,5,19,1028,0.035776
8_9,c2106,c1172,3,19,2444,0.013922
8_9,c2106,c1183,6,19,4424,0.020695
8_9,c2106,c2124,7,19,4844,0.023074
8_9,c2106,c2129,5,19,2160,0.024681
8_9,c2106,c2131,5,19,4358,0.017376
8_9,c2106,c2185,3,19,3470,0.011684
8_9,c2106,c4004,3,19,546,0.029454
8_9,c2106,c5110,3,19,150,0.056195
8_9,c2106,c5154,8,19,3272,0.032085
8_9,c2106,c6037,4,19,1454,0.024066
8_9,c2110,c1022,39,408,1828,0.045159
8_9,c2110,c1104,3,408,240,0.009587
8_9,c2110,c1117,142,408,2048,0.155344
8_9,c2110,c1133,4,408,1240,0.005624
8_9,c2110,c1143,5,408,198,0.017592
8_9,c2110,c1153,5,408,796,0.008774
8_9,c2110,c1168,14,408,1614,0.017252
8_9,c2110,c1171,28,408,1028,0.043235
8_9,c2110,c1172,37,408,2444,0.037053
8_9,c2110,c1176,30,408,1380,0.039981
8_9,c2110,c1178,4,408,290,0.011629
8_9,c2110,c1182,10,408,228,0.032787
8_9,c2110,c1183,131,408,4424,0.097507
8_9,c2110,c2007,16,408,1134,0.023522
8_9,c2110,c2024,4,408,604,0.008058
8_9,c2110,c2049,7,408,186,0.02541
8_9,c2110,c2066,14,408,494,0.031184
8_9,c2110,c2070,7,408,52,0.048058
8_9,c2110,c2071,19,408,1096,0.028413
8_9,c2110,c2076,23,408,1052,0.035107
8_9,c2110,c2103,33,408,1028,0.050955
8_9,c2110,c2113,3,408,156,0.011891
8_9,c2110,c2124,233,408,4844,0.165739
8_9,c2110,c2129,110,408,2160,0.117175
8_9,c2110,c2131,220,408,4358,0.164987
8_9,c2110,c2181,28,408,1272,0.038867
8_9,c2110,c2184,142,408,3576,0.11756
8_9,c2110,c2185,28,408,3470,0.023532
8_9,c2110,c4004,12,408,546,0.025425
8_9,c2110,c4123,10,408,532,0.021464
8_9,c2110,c5069,68,408,2436,0.068209
8_9,c2110,c5072,46,408,1192,0.065961
8_9,c2110,c5111,9,408,370,0.023164
8_9,c2110,c5154,31,408,3272,0.02683
8_9,c2110,c6005,8,408,1974,0.008914
8_9,c2110,c6017,5,408,124,0.022229
8_9,c2110,c6024,4,408,272,0.012007
8_9,c2110,c6037,66,408,1454,0.08569
8_9,c2110,c6050,6,408,206,0.020696
8_9,c2111,c1133,5,26,1240,0.027847
8_9,c2111,c1153,12,26,796,0.083414
8_9,c2111,c1172,4,26,2444,0.015868
8_9,c2111,c1183,9,26,4424,0.026537
8_9,c2111,c2024,5,26,604,0.039899
8_9,c2111,c2124,6,26,4844,0.016907
8_9,c2111,c2184,3,26,3576,0.009839
8_9,c2111,c2185,3,26,3470,0.009988
8_9,c2111,c4004,3,26,546,0.025179
8_9,c2111,c5110,24,26,150,0.384308
8_9,c2111,c5154,10,26,3272,0.034285
8_9,c2111,c6005,6,26,1974,0.026484
8_9,c2112,c1022,11,134,1828,0.022226
